"Вид_работ
(Group)"	"Наименование_работ
(In group)"	"Объем
(Исходный)"	Вып. до 04.2026	"План на объем
Begin"	Ед.изм.	Норма расхода ч/ч на ед. объем
Монтаж - Прожекторная мачта ПМС-29,3 ( 211 по ГП)	Монтаж мачты	0	0	0	шт	31,3
Отмостка - Прожекторная мачта ПМС-29,3 ( 211 по ГП)	Засыпка котлована песком с послойным уплотнением К>0,95 слоями по 200 мм	0	0	0	шт	0,028
Монтажные работы.  кабельные проводки	Присоединение к зажимам жил проводов или кабелей сечением до 2,5 мм2 ТЕРм-2001 64	17,04	0	17,04	100 шт	11,9
Монтажные работы.  кабельные проводки	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 4 ТЕРм-2001 64	168	0	168	шт	0,33
Монтажные работы.  кабельные проводки	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 7 ТЕРм-2001 64	16	0	16	шт	0,49
Монтажные работы.  кабельные проводки	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 10 ТЕРм-2001 64	44	0	44	шт	0,68
Монтажные работы.  кабельные проводки	Стойка сборных кабельных конструкций (без полок), масса до 1,6 кг ТЕРм-2001 64	1,6	0	1,6	100 шт	18,4
Монтажные работы.  кабельные проводки	Полка кабельная, устанавливаемая на стойках, масса до 0,4 кг ТЕРм-2001 64	5	0	5	100 шт	9,42
Металлические Конструкции	Монтаж м/к площадки с ограждением	1	0	1	шт	20,4
Металлические Конструкции	Монтаж м/к лестницы с ограждением	1	0	1	шт	36,1
Металлические Конструкции	Монтаж укрытия кабелей УК1  (м/к конструкция, покрытие из профилированного листа, стальной нащельник)	1	0	1	шт	8,42
Металлические Конструкции	Монтаж козырька над эстакадой  (м/к конструкция, покрытие из профилированного листа, стальной нащельник)	1	0	1	шт	12,6
Оборудование	Монтаж б/бокс ЭХЗ	1	0	1	шт	54,8
Фундаменты	Монтаж ж/б дорожной плиты ПДН-АV 6,0х2,0м., заделка швов ЦПС и Битумной мастикой	3	0	3	шт.	1,85
Фундаменты	Монтаж бетонного бортового камня БР300.45.18 с заливкой обоймы бетоном  В15	8	0	8	шт	1,11
Фундаменты	Монтаж Анкер-шпильки А1	4	0	4	шт	0,17
Фундаменты	Монтаж Анкер-шпильки А2	4	0	4	шт	0,17
Монолитная ж/б тепловая камера на с/стойком цементе F150,W4	Установка сборных ж/б плит, площадью до 5 м2	0,06	0	0,06	100 шт	118
Монолитная ж/б тепловая камера на с/стойком цементе F150,W4	Монтаж балок 	0,01	0	0,01	100 шт	144
Фундаменты эстакада	Укладка фундаментов под колонны при глубине котлована до 4м. масса конструкций более 3,5т	0,08	0,02	0,06	100 шт	118
Фундаменты эстакада	Укладка фундаментов под колонны при глубине котлована до 4м. масса конструкций до 3,5т	0,22	0,01	0,21	100 шт	144
Монтажные работы	Полка кабельная, устанавливаемая на стойках, масса до 0,9 кг	7,5	0	7,5	100 шт	9,42
Монтажные работы	Полка кабельная, устанавливаемая на стойках, масса до 0,7 кг	0,5	0	0,5	100 шт	9,42
Монтажные работы	Стойка сборных кабельных конструкций (без полок), масса до 1,6 кг	0,3	0	0,3	100 шт	18,4
Монтажные работы	Присоединение к зажимам жил проводов или кабелей сечением до 2,5 мм2	2,4	0	2,4	100 шт	11,9
Монтажные работы	Заделка кабелей с общим экраном, сечение жилы 1,5 мм2, число жил 5	0,16	0	0,16	100 шт	32,4
Монтажные работы	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 14	8	0	8	шт	0,84
Монтажные работы	Монтаж оптического кросса с учетом измерений на волоконно-оптическом кабеле с числом волокон 8	6	0	6	шт	18,2
Монтажные работы	Щиты и пульты, масса до 350 кг	3	0	3	шт	28,6
Монтажные работы	Щиты и пульты, масса до 250 кг	5	0	5	шт	22,3
Монтажные работы	Полка кабельная, устанавливаемая на стойках, масса до 0,9 кг	7,5	0	7,5	100 шт	9,42
Монтажные работы	Полка кабельная, устанавливаемая на стойках, масса до 0,7 кг	0,5	0	0,5	100 шт	9,42
Монтажные работы	Стойка сборных кабельных конструкций (без полок), масса до 1,6 кг	0,3	0	0,3	100 шт	18,4
Монтажные работы. шкафы управления, щиты. кспхг	Щиты и пульты, масса до 50 кг	1	0	1	шт	8,45
Монтажные работы. шкафы управления, щиты. кспхг	Щиты и пульты, масса до 250 кг	2	0	2	шт	22,3
Монтажные работы. шкафы управления, щиты. кспхг	Перемычка заземляющая тросовая диаметром до 9,2 мм для строительных металлических конструкций ТЕРм-2001 64	1	0	1	10 шт	1,85
Монтаж кабельных линий. кспхг	Заделка кабелей с общим экраном, сечение жилы 1,5 мм2, число жил 10	0,04	0	0,04	100 шт	42,6
Монтаж кабельных линий. кспхг	Заделка кабелей с общим экраном, сечение жилы 1,5 мм2, число жил 5	0,16	0	0,16	100 шт	32,4
Монтаж кабельных линий. кспхг	Присоединение к зажимам жил проводов или кабелей сечением до 2,5 мм2	0,42	0	0,42	100 шт	11,9
Кабельные проводки. АТ	Заделка кабелей с общим экраном, сечение жилы 1,5 мм2, число жил 10 	0,02	0	0,02	100 шт	42,6
Кабельные проводки. АТ	Заделка кабелей с общим экраном, сечение жилы 1,5 мм2, число жил 5	0,2	0	0,2	100 шт	32,4
Кабельные проводки. АТ	Заделка кабелей с экранированными жилами и общим экраном, сечение жилы 1 мм2, число жил 37 	0,04	0	0,04	100 шт	114
Кабельные проводки. АТ	Заделка кабелей с экранированными жилами и общим экраном, сечение жилы 1 мм2, число жил 19 	0,1	0	0,1	100 шт	72,4
Кабельные проводки. АТ	Заделка кабелей с экранированными жилами и общим экраном, сечение жилы 1 мм2, число жил 14 	0,82	0	0,82	100 шт	58,2
Кабельные проводки. АТ	Заделка кабелей с экранированными жилами и общим экраном, сечение жилы 1 мм2, число жил 7 	0,18	0	0,18	100 шт	39,6
Кабельные проводки. АТ	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 37	18	0	18	шт	1,85
Кабельные проводки. АТ	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 27 	26	0	26	шт	1,42
Кабельные проводки. АТ	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 19	16	0	16	шт	1,06
Кабельные проводки. АТ	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 14	58	0	58	шт	0,84
Кабельные проводки. АТ	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 10	30	0	30	шт	0,68
Кабельные проводки. АТ	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 7 	22	0	22	шт	0,49
Кабельные проводки. АТ	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 4 	16	0	16	шт	0,33
Кабельные проводки. АТ	Присоединение к зажимам жил проводов или кабелей сечением до 2,5 мм2	7,8	0	7,8	100 шт	11,9
Приборы и оборудование. АТ	Первичный преобразователь уровнемер, устанавливаемый на резервуаре, работающем под давлением до 4 МПа 	8	0	8	шт	6,45
Приборы и оборудование. АТ	Приборы, устанавливаемые на металлоконструкциях, щитах и пультах, масса до 10 кг	2	0	2	шт	4,12
Приборы и оборудование. АТ	Приборы, устанавливаемые на металлоконструкциях, щитах и пультах, масса до 5 кг	14	0	14	шт	2,64
Приборы и оборудование. АТ	Ротаметр, счетчик, преобразователь, устанавливаемые на фланцевых соединениях, диаметр условного прохода до 80 мм 	2	0	2	шт	2,84
Приборы и оборудование. АТ	Ротаметр, счетчик, преобразователь, устанавливаемые на фланцевых соединениях, диаметр условного прохода до 32 мм	4	0	4	шт	1,64
Приборы и оборудование. АТ	Прибор, устанавливаемый на резьбовых соединениях, масса до 5 кг 	8	0	8	шт	1,18
Приборы и оборудование. АТ	Прибор, устанавливаемый на резьбовых соединениях, масса до 1,5 кг 	26	0	26	шт	0,84
Приборы и оборудование. АТ	Коробка (ящик) с зажимами для кабелей и проводов сечением до 6 мм2, устанавливаемая на конструкции на стене или колонне, количество зажимов до 32 	3	0	3	шт	4,12
Приборы и оборудование. АТ	Коробка (ящик) с зажимами для кабелей и проводов сечением до 6 мм2, устанавливаемая на конструкции на стене или колонне, количество зажимов до 10 	3	0	3	шт	1,85
Приборы и оборудование. АТ	Приборы, устанавливаемые на металлоконструкциях, щитах и пультах, масса до 5 кг 	8	0	8	шт	2,64
Приборы и оборудование. АТ	Конструкции для установки приборов, масса до 25 кг 	8	0	8	шт	1,42
Приборы и оборудование. АТ	Конструкции для установки приборов, масса до 10 кг	6	0	6	шт	0,94
Приборы и оборудование. АТ	Прибор, устанавливаемый на резьбовых соединениях, масса до 5 кг	8	0	8	шт	1,18
Приборы и оборудование. АТ	Прибор, устанавливаемый на резьбовых соединениях, масса до 1,5 кг 	61	0	61	шт	0,84
Приборы и оборудование. АТ	Щиты и пульты, масса до 50 кг 	8	0	8	шт	8,45
Трубные проводки. АТ	Стойка сборных кабельных конструкций (без полок), масса до 1,6 кг 	3,8	0	3,8	100 шт	18,4
Трубные проводки. АТ	Стойка сборных кабельных конструкций (без полок), масса до 2,4 кг	0,4	0	0,4	100 шт	24,5
Трубные проводки. АТ	Полка кабельная, устанавливаемая на стойках, масса до 0,4 кг 	0,4	0	0,4	100 шт	9,42
Трубные проводки. АТ	Полка кабельная, устанавливаемая на стойках, масса до 0,7 кг 	4,7	0	4,7	100 шт	9,42
Трубные проводки. АТ	Полка кабельная, устанавливаемая на стойках, масса до 0,9 кг	24,3	8,5	15,8	100 шт	9,42
Монтаж стоек и полок. внутриплощадочные сети. спба	Полка кабельная, устанавливаемая на стойках, масса до 0,4 кг	15	0	15	100 шт	9,42
Монтаж стоек и полок. внутриплощадочные сети. спба	Стойка сборных кабельных конструкций (без полок), масса до 1,6 кг	0,5	0	0,5	100 шт	18,4
Монтажные работы. внутриплощадочные сети. спба	Конструкции для установки приборов, масса до 5 кг	15	0	15	шт	0,48
Монтажные работы. внутриплощадочные сети. спба	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 4	20	0	20	шт	0,33
Монтажные работы. внутриплощадочные сети. спба	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 7	20	0	20	шт	0,49
Монтажные работы. внутриплощадочные сети. спба	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 10	5	0	5	шт	0,68
Монтажные работы. внутриплощадочные сети. спба	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 14	5	0	5	шт	0,84
Монтажные работы. внутриплощадочные сети. спба	Присоединение к зажимам жил проводов или кабелей сечением до 2,5 мм2	70	0	70	100 шт	11,9
Монтажные работы. внутриплощадочные сети. спба	Кассета герметизирующая разборного типа для герметизации проходов кабелей через стены во взрывоопасных помещениях, периметр кассеты до 0,75 м	3	0	3	шт	3,41
Монтаж приборов. внутриплощадочные сети. спба	Коробка (ящик) с зажимами для кабелей и проводов сечением до 6 мм2, устанавливаемая на конструкции на стене или колонне, количество зажимов до 32	24	0	24	шт	4,12
Монтаж приборов. внутриплощадочные сети. спба	Громкоговоритель или звуковая колонка на столбе или на крыше, мощность свыше 10 Вт	12	0	12	шт	5,42
Монтаж приборов. внутриплощадочные сети. спба	Пост управления кнопочный взрывозащищенный с количеством элементов поста до 3, устанавливаемый на конструкции на стене или колонне	6	0	6	шт	1,84
Монтаж приборов. внутриплощадочные сети. спба	Светофор с количеством ламп до трех, устанавливаемый на конструкции на стене, колонне или балке	12	0	12	шт	3,62
Монтаж стоек и полок. внутриплощадочные сети. пс	Стойка сборных кабельных конструкций (без полок), масса до 1,6 кг	0,3	0	0,3	100 шт	18,4
Монтаж стоек и полок. внутриплощадочные сети. пс	Полка кабельная, устанавливаемая на стойках, масса до 0,4 кг	0,3	0	0,3	100 шт	9,42
Монтажные работы. внутриплощадочные сети. пс	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 4	32	0	32	шт	0,33
Монтажные работы. внутриплощадочные сети. пс	Заделка кабелей с общим экраном, сечение жилы 1,5 мм2, число жил 5	0,42	0	0,42	100 шт	32,4
Монтажные работы. внутриплощадочные сети. пс	Муфта прямая на кабеле в котлованах, емкость до 10х2	6	0	6	шт	4,12
Монтажные работы. внутриплощадочные сети. пс	Устройство ввода в здание в стальной трубе, провод сечением до 16 мм2, количество проводов в линии 4	7	0	7	шт	4,56
Монтаж приборов. внутриплощадочные сети. пс	Устройства промежуточные на количество лучей 10	3	0	3	шт	3,41
Монтаж приборов. внутриплощадочные сети. пс	Реле, ключ, кнопка и др. с подготовкой места установки	24	0	24	шт	0,38
Монтаж приборов. внутриплощадочные сети. пс	Извещатель ПС автоматический тепловой, дымовой, световой во взрывозащищенном исполнении	17	0	17	шт	0,84
Монтажные работы. Кабельные проводки	Стойка сборных кабельных конструкций (без полок), масса до 1,6 кг	0,8	0	0,8	100 шт	18,4
Монтажные работы. Кабельные проводки	Полка кабельная, устанавливаемая на стойках, масса до 0,9 кг	2,4	0	2,4	100 шт	9,42
Лестницы площадки ограждения. Металлоконструкции	Установка анкер-шпилек 	0	0	0	100 шт	17
Лестницы площадки ограждения. Металлоконструкции	Установка анкер-шпилек 	0	0	0	100 шт	17
Полы	Установка анкер-шпилек 	0,72	0	0,72	100 шт	17
Кабельные конструкции, трубные проводки. ат1	Стойка сборных кабельных конструкций (без полок), масса до 1,6 кг 	0,24	0	0,24	100 шт	18,4
Кабельные конструкции, трубные проводки. ат1	Полка кабельная, устанавливаемая на стойках, масса до 0,4 кг 	1,2	0	1,2	100 шт	9,42
Кабельные проводки. ат1	Заделка кабелей с общим экраном, сечение жилы 1,5 мм2, число жил 10 	0,04	0	0,04	100 шт	42,6
Кабельные проводки. ат1	Заделка кабелей с общим экраном, сечение жилы 1,5 мм2, число жил 5 	0,33	0	0,33	100 шт	32,4
Кабельные проводки. ат1	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 7 	6	0	6	шт	0,49
Кабельные проводки. ат1	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 4 	36	0	36	шт	0,33
Кабельные проводки. ат1	Присоединение к зажимам жил проводов или кабелей сечением до 2,5 мм2 	2	0	2	100 шт	11,9
Приборы и оборудование. ат1	Приборы, устанавливаемые на металлоконструкциях, щитах и пультах, масса до 5 кг 	3	0	3	шт	2,64
Приборы и оборудование. ат1	Ротаметр, счетчик, преобразователь, устанавливаемые на фланцевых соединениях, диаметр условного прохода до 50 мм 	1	0	1	шт	1,82
Приборы и оборудование. ат1	Прибор, устанавливаемый на резьбовых соединениях, масса до 1,5 кг 	6	0	6	шт	0,84
Приборы и оборудование. ат1	Конструкции для установки приборов, масса до 3 кг 	1	0	1	шт	0,52
Приборы и оборудование. ат1	Аппарат настенный, масса от 0,15 т до 0,2 т 	1	0	1	шт	12,6
Приборы и оборудование. ат1	Приборы, устанавливаемые на металлоконструкциях, щитах и пультах, масса до 5 кг 	6	0	6	шт	2,64
Приборы и оборудование. ат1	Прибор, устанавливаемый на фланцевых соединениях, масса до 5 кг 	2	0	2	шт	1,64
Приборы и оборудование. ат1	Прибор, устанавливаемый на резьбовых соединениях, масса до 1,5 кг 	5	0	5	шт	0,84
Приборы и оборудование. ат1	Коробка (ящик) с зажимами для кабелей и проводов сечением до 6 мм2, устанавливаемая на конструкции на стене или колонне, количество зажимов до 10 	8	0	8	шт	1,85
Приборы и оборудование. ат1	Кассета герметизирующая разборного типа для герметизации проходов кабелей через стены во взрывоопасных помещениях, периметр кассеты до 1 м 	2	0	2	шт	4,12
Приборы и оборудование. ат1	Конструкции для установки приборов, масса до 10 кг 	8	0	8	шт	0,94
Приборы и оборудование. ат1	Ротаметр показывающий, диаметр условного прохода до 10 мм; счетчик, диаметр условного прохода до 40 мм, устанавливаемые на резьбовых (муфтовых) соединениях 	1	0	1	шт	0,94
Приборы и оборудование. ат1	Прибор, устанавливаемый на резьбовых соединениях, масса до 1,5 кг 	29	0	29	шт	0,84
Монтаж трубопроводов и арматуры. Водопровод производственно-противопожарный В2	Установка вентилей, задвижек, затворов, клапанов обратных, кранов проходных на трубопроводах из стальных труб диаметром до 100 мм 	1	0	1	шт	2,64
Монтаж трубопроводов, арматуры и оборудования. водопровод хозяйственно-питьевой В1	Установка вентилей, задвижек, затворов, клапанов обратных, кранов проходных на трубопроводах из стальных труб диаметром до 50 мм 	1	0	1	шт	1,82
Монтаж трубопроводов, арматуры и оборудования. водопровод хозяйственно-питьевой В1	Монтаж манометра	0,01	0	0,01	100 шт	46,2
Монтаж приборов и оборудования	Прибор, устанавливаемый на резьбовых соединениях, масса до 1,5 кг	1	0	1	шт	0,84
Монтаж приборов и оборудования	Монтаж оборудования в помещении, масса оборудования 0,5 т	3	0	3	шт	8,45
Монтаж приборов и оборудования	Монтаж оборудования в помещении, масса оборудования 0,1 т	1	0	1	шт	3,41
Монтаж трубопроводов	Отвод, изготовленный на монтажной площадке, для трубопроводов из стальных труб на условное давление свыше 10 до 50 МПа, диаметр труб наружный и условный 45х25 мм	0,004	0	0,004	1000 шт	1060
Монтаж трубопроводов	Отвод, изготовленный на монтажной площадке, для трубопроводов из стальных труб на условное давление свыше 10 до 50 МПа, диаметр труб наружный и условный 45х25 мм	0,003	0	0,003	1000 шт	1060
Монтаж трубопроводов	Отвод, изготовленный на монтажной площадке, для трубопроводов из стальных труб на условное давление свыше 10 до 50 МПа, диаметр труб наружный и условный 45х25 мм	0,008	0	0,008	1000 шт	1060
Монтаж трубопроводов	Отвод, изготовленный на монтажной площадке, для трубопроводов из стальных труб на условное давление свыше 10 до 50 МПа, диаметр труб наружный и условный 15х6 - 25х10 мм	0,002	0	0,002	1000 шт	840
Монтаж трубопроводов	Оросители, насадки газового пожаротушения с декоративной розеткой	0,02	0	0,02	100 шт	11,4
Монтаж приборов	Устройство отборное давления для установки манометра, измеряющего давления при 1,6МПа 	0,06	0	0,06	100 шт	11,4
Монтаж приборов	Бобышки, штуцеры на условное давление до 10 МПа 	0,02	0	0,02	100 шт	12
"Монтаж приборов и оборудования. ОВ
"	Установка грязевиков наружным диаметром патрубков до 89 мм 	2	0	2	шт	0,17
"Монтаж приборов и оборудования. ОВ
"	Бобышки, штуцеры на условное давление до 10 МПа 2+2-гр.4 	0,05	0	0,05	100 шт	31,2
"Монтаж приборов и оборудования. ОВ
"	Устройство отборное давления для установки манометра, измеряющего давления при 1,6МПа 10+8-гр.4 	0,18	0	0,18	100 шт	28,4
Монтаж трубопроводо и арматуры	Установка затворов на трубопроводах из стальных труб диаметром до 100 мм 	1	0	1	шт	2,64
Монтаж трубопроводо и арматуры	Установка воздухоотводчиков 	2	0	2	шт	0,84
Монтаж трубопроводо и арматуры	Установка клапанов обратных на трубопроводах из стальных труб диаметром до 25 мм 	2	0	2	шт	1,06
Монтаж трубопроводо и арматуры	Установка затворов на трубопроводах из стальных труб диаметром до 100 мм 	2	0	2	шт	2,64
Монтаж трубопроводо и арматуры	Установка клапанов на трубопроводах из стальных труб диаметром до 100 мм 	1	0	1	шт	2,64
Монтаж трубопроводо и арматуры	Установка вентилей, задвижек, затворов, клапанов обратных, кранов проходных на трубопроводах из стальных труб диаметром до 25 мм (Кран шаровой муфтовый 11Б27П1, диаметром 15 мм)	13	0	13	шт	1,06
Монтаж трубопроводов и арматуры.ОВ	Установка вентилей, задвижек, затворов, клапанов обратных, кранов проходных на трубопроводах из стальных труб диаметром до 25 мм (Кран шаровой муфтовый 11Б27П1, диаметром 15 мм;Клапаны муфтовые 15Б1П,	61	0	61	шт	1,06
Монтаж трубопроводов и арматуры.ОВ	Установка затворов на трубопроводах из стальных труб диаметром 32 мм 	3	0	3	шт	1,82
Монтаж трубопроводов и арматуры.ОВ	Установка затворов на трубопроводах из стальных труб диаметром до 100 мм 	4	0	4	шт	2,64
Монтаж трубопроводов и арматуры.ОВ	Установка затворов на трубопроводах из стальных труб диаметром до 50 мм 	2	0	2	шт	1,82
Монтаж трубопроводов и арматуры.ОВ	Установка затворов на трубопроводах из стальных труб диаметром до 50 мм 	1	0	1	шт	1,82
Монтаж трубопроводов и арматуры.ОВ	Установка воздухоотводчиков 	4	0	4	шт	0,84
Монтаж трубопроводов и арматуры.ОВ	Установка клапанов обратных на трубопроводах из стальных труб диаметром до 25 мм 	4	0	4	шт	1,06
Монтаж трубопроводов и арматуры.ОВ	Установка регулятора расхода с условным проходом 25мм 	1	0	1	шт	1,18
Монтаж трубопроводов и арматуры.ОВ	Установка клапана термостатического ГЕРЦ-TS-90 	1	0	1	шт	0,84
Монтаж трубопроводов и арматуры.ОВ	Установка головки термостатического ГЕРЦ 	1	0	1	шт	0,38
Монтаж трубопррводов и арматуры	Установка вентилей, задвижек, затворов, клапанов обратных, кранов проходных на трубопроводах из стальных труб диаметром до 25 мм (Кран шаровой муфтовый 11Б27П1, диаметром 15 мм)	4	0	4	шт	1,06
Монтаж трубопррводов и арматуры	Установка дверей герметических утепленных размером 1250х500 мм 	2	0	2	шт	2,84
Монтаж трубопррводов и арматуры	Установка заслонок воздушных диаметром 630 мм 	3	0	3	шт	1,58
Монтаж трубопррводов и арматуры	Установка заслонок воздушных диаметром 1000 мм 	1	0	1	шт	2,4
Кабельные конструкции, трубные проводки. ат. 	Стойка сборных кабельных конструкций (без полок), масса до 1,6 кг 	0,39	0	0,39	100 шт	18,4
Кабельные конструкции, трубные проводки. ат. 	Стойка сборных кабельных конструкций (без полок), масса до 2,4 кг 	0	0	0	100 шт	24,5
Кабельные конструкции, трубные проводки. ат. 	Полка кабельная, устанавливаемая на стойках, масса до 0,9 кг 	1,44	0	1,44	100 шт	9,42
Кабельные проводки. АТ	Заделка кабелей с экранированными жилами и общим экраном, сечение жилы 1 мм2, число жил 7 	0,64	0	0,64	100 шт	39,6
Кабельные проводки. АТ	Заделка кабелей с экранированными жилами и общим экраном, сечение жилы 1 мм2, число жил 24 	0,04	0	0,04	100 шт	72,4
Кабельные проводки. АТ	Заделка кабелей с экранированными жилами и общим экраном, сечение жилы 1 мм2, число жил 14 	0,04	0	0,04	100 шт	58,2
Кабельные проводки. АТ	Заделка кабелей с экранированными жилами и общим экраном, сечение жилы 1 мм2, число жил 7 	0,58	0	0,58	100 шт	39,6
Кабельные проводки. АТ	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 37 	20	0	20	шт	1,85
Кабельные проводки. АТ	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 27 	6	0	6	шт	1,42
Кабельные проводки. АТ	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 19 	4	0	4	шт	1,06
Кабельные проводки. АТ	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 14 	2	0	2	шт	0,84
Кабельные проводки. АТ	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 10 	60	0	60	шт	0,68
Кабельные проводки. АТ	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 7 	31	0	31	шт	0,49
Кабельные проводки. АТ	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 4 	30	0	30	шт	0,33
Кабельные проводки. АТ	Присоединение к зажимам жил проводов или кабелей сечением до 2,5 мм2 	17,45	0	17,45	100 шт	11,9
Приборы и оборудование. АТ	Коробка (ящик) с зажимами для кабелей и проводов сечением до 6 мм2, устанавливаемая на конструкции на стене или колонне, количество зажимов до 10 	0	0	0	шт	1,85
Приборы и оборудование. АТ	Прибор, устанавливаемый на резьбовых соединениях, масса до 1,5 кг 	42	0	42	шт	0,84
Приборы и оборудование. АТ	Приборы, устанавливаемые на металлоконструкциях, щитах и пультах, масса до 5 кг 	32	0	32	шт	2,64
Приборы и оборудование. АТ	Коробка (ящик) с зажимами для кабелей и проводов сечением до 6 мм2, устанавливаемая на конструкции на стене или колонне, количество зажимов до 32 	8	0	8	шт	4,12
Приборы и оборудование. АТ	Коробка (ящик) с зажимами для кабелей и проводов сечением до 6 мм2, устанавливаемая на конструкции на стене или колонне, количество зажимов до 10 	1	0	1	шт	1,85
Приборы и оборудование. АТ	Кассета герметизирующая разборного типа для герметизации проходов кабелей через стены во взрывоопасных помещениях, периметр кассеты до 2 м 	3	0	3	шт	5,42
Приборы и оборудование. АТ	Кассета герметизирующая разборного типа для герметизации проходов кабелей через стены во взрывоопасных помещениях, периметр кассеты до 1 м 	1	0	1	шт	4,12
Приборы и оборудование. АТ	Ротаметр, счетчик, преобразователь, устанавливаемые на фланцевых соединениях, диаметр условного прохода до 80 мм 	0	0	0	шт	2,84
Приборы и оборудование. АТ	Ротаметр, счетчик, преобразователь, устанавливаемые на фланцевых соединениях, диаметр условного прохода до 50 мм 	0	0	0	шт	1,82
Приборы и оборудование. АТ	Ротаметр, счетчик, преобразователь, устанавливаемые на фланцевых соединениях, диаметр условного прохода до 32 мм 	0	0	0	шт	1,64
Приборы и оборудование. АТ	Прибор, устанавливаемый на резьбовых соединениях, масса до 1,5 кг 	2	0	2	шт	0,84
Приборы и оборудование. АТ	Приборы, устанавливаемые на металлоконструкциях, щитах и пультах, масса до 5 кг 	15	0	15	шт	2,64
Приборы и оборудование. АТ	Конструкции для установки приборов, масса до 10 кг 	25	0	25	шт	0,94
Приборы и оборудование. АТ	Конструкции для установки приборов, масса до 5 кг 	9	0	9	шт	0,48
Приборы и оборудование. АТ	Щиты и пульты, масса до 50 кг 	1	0	1	шт	8,45
Кабельные проводки. ПС	Заделка кабелей с общим экраном, сечение жилы 1,5 мм2, число жил 5 	0,76	0	0,76	100 шт	32,4
Кабельные проводки. ПС	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 4 	8	0	8	шт	0,33
Кабельные проводки. ПС	Заделка кабелей с общим экраном, сечение жилы 1,5 мм2, число жил 5 	1	0	1	100 шт	32,4
Приборы и оборудование. ПС	Извещатель ПС автоматический тепловой, дымовой, световой во взрывозащищенном исполнении. На высоте до 15 м, применен коэффициент к нормам затрат труда - 1,1. 	4	0	4	шт	0,924
Приборы и оборудование. ПС	Кассета герметизирующая разборного типа для герметизации проходов кабелей через стены во взрывоопасных помещениях, периметр кассеты до 1 м(Roxtec) 	6	0	6	шт	4,12
Приборы и оборудование. ПС	Конструкции для установки приборов, масса до 3 кг 	2	0	2	шт	0,52
Приборы и оборудование. ПС	Устройство ввода в здание в стальной трубе, провод сечением до 16 мм2, количество проводов в линии 4 	2	0	2	шт	4,56
Приборы и оборудование. ПС	Извещатель ПС автоматический тепловой, дымовой, световой во взрывозащищенном исполнении 	4	0	4	шт	0,84
Приборы и оборудование. ПС	Извещатель ПС автоматический дымовой, фотоэлектрический, радиоизотопный, световой в нормальном исполнении(ИПР-3СУ) 	26	0	26	шт	0,48
Приборы и оборудование. ПС	Устройства промежуточные на количество лучей 10(РА) 	8	0	8	шт	3,41
Приборы и оборудование. ПС	Реле, ключ, кнопка и др. с подготовкой места установки 	33	0	33	шт	0,38
Приборы и оборудование. ПС	Устройства промежуточные на количество лучей 1(УШК) 	6	0	6	шт	0,46
Приборы и оборудование. ПС	Конструкции для установки приборов, масса до 40 кг 	4	0	4	шт	1,85
Кабельные проводки. СОП	Заделка кабелей с общим экраном, сечение жилы 1,5 мм2, число жил 5 	0,16	0	0,16	100 шт	32,4
Кабельные проводки. СОП	Заделка концевая сухая для контрольного кабеля сечением одной жилы до 2,5 мм2, количество жил до 4 	6	0	6	шт	0,33
