"Вид_работ
(Group)"	"Наименование_работ
(In group)"	"Объем
(Исходный)"	Вып. до 04.2026	"План на объем
Begin"	Ед.изм.	Норма расхода ч/ч на ед. объем
Изоляция мастикой "БИУРС"	Изоляция поверхности подземных емкостей битумно-уретановым покрытием "БИУРС" в траншеях и котлованах ТЕР-2001 64	7	0	7	10 м2	14,2
Тепло изоляция трубопроводы	Изготовление и установка по поверхности изоляции трубопровода покрытия из оцинкованного листа толщ.0,5	0,0228	0	0,0228	100 м2	84,3
Тепло изоляция трубопроводы	Окраска опознавательных колец за два раза 	0,0011	0	0,0011	100 м2	10,3
Окраска. Т	Огрунтовка металлических поверхностей грунтовкой Цинотан  	0,14	0	0,14	100 м2	12
Окраска. Т	Огрунтовка металлических поверхностей за один раз эмалью ПОЛИТОН-УР за 1 раз	0,14	0	0,14	100 м2	11
Окраска. Т	Окраска металлических огрунтованных поверхностей эмалью ПОЛИТОН-УР [УФ] за 1 раз	0,14	0	0,14	100 м2	10,3
Окраска. Т	Огрунтовка металлических поверхностей грунтовкой Цинотан  	0,108	0	0,108	100 м2	12
Окраска. Т	Огрунтовка металлических поверхностей за один раз эмалью ПОЛИТОН-УР за 1 раз	0,108	0	0,108	100 м2	11
Окраска. Т	Окраска металлических огрунтованных поверхностей эмалью ПОЛИТОН-УР [УФ] за 1 раз	0,108	0	0,108	100 м2	10,3
Окраска. Т	Очистка поверхности щетками	23,63	0	23,63	м2	0,17
Окраска. Т	Обеспыливание поверхности (входит в норму окраски)	23,63	0	23,63	м2	0
Окраска. Т	Обезжиривание поверхностей аппаратов и трубопроводов диаметром до 500 мм уайт-спиритом ТЕР-2001 64	0,2363	0	0,2363	100 м2	6,5
Окраска. Т	Огрунтовка металлических поверхностей грунтовкой Цинотан  	0,2363	0	0,2363	100 м2	12
Окраска. Т	Огрунтовка металлических поверхностей за один раз эмалью ПОЛИТОН-УР за 1 раз	0,2363	0	0,2363	100 м2	11
Окраска. Т	Окраска металлических огрунтованных поверхностей эмалью ПОЛИТОН-УР [УФ] за 1 раз	0,2363	0	0,2363	100 м2	10,3
Окраска. Т	Очистка поверхности щетками	34,75	0	34,75	м2	0,17
Окраска. Т	Обеспыливание поверхности (входит в норму окраски)	34,75	0	34,75	м2	0
Окраска. Т	Обезжиривание поверхностей аппаратов и трубопроводов диаметром до 500 мм уайт-спиритом ТЕР-2001 64	0,3475	0	0,3475	100 м2	6,5
Окраска. Т	Огрунтовка металлических поверхностей грунтовкой Цинотан  	0,3475	0	0,3475	100 м2	12
Окраска. Т	Огрунтовка металлических поверхностей за один раз эмалью ПОЛИТОН-УР за 1 раз	0,3475	0	0,3475	100 м2	11
Окраска. Т	Окраска металлических огрунтованных поверхностей эмалью ПОЛИТОН-УР [УФ] за 1 раз	0,3475	0	0,3475	100 м2	10,3
Окраска. Т	Очистка поверхности щетками	3,89	0	3,89	м2	0,17
Окраска. Т	Обеспыливание поверхности (входит в норму окраски)	3,89	0	3,89	м2	0
Окраска. Т	Обезжиривание поверхностей аппаратов и трубопроводов диаметром до 500 мм уайт-спиритом ТЕР-2001 64	0,0389	0	0,0389	100 м2	6,5
Окраска. Т	Огрунтовка металлических поверхностей грунтовкой Цинотан  	0,0389	0	0,0389	100 м2	12
Окраска. Т	Огрунтовка металлических поверхностей за один раз эмалью ПОЛИТОН-УР за 1 раз	0,0389	0	0,0389	100 м2	11
Окраска. Т	Окраска металлических огрунтованных поверхностей эмалью ПОЛИТОН-УР [УФ] за 1 раз	0,0389	0	0,0389	100 м2	10,3
Окраска. Т	Очистка поверхности щетками	29,41	0	29,41	м2	0,17
Окраска. Т	Обеспыливание поверхности (входит в норму окраски)	29,41	0	29,41	м2	0
Окраска. Т	Обезжиривание поверхностей аппаратов и трубопроводов диаметром до 500 мм уайт-спиритом ТЕР-2001 64	0,2941	0	0,2941	100 м2	6,5
Окраска. Т	Огрунтовка металлических поверхностей грунтовкой Цинотан  	0,2941	0	0,2941	100 м2	12
Окраска. Т	Огрунтовка металлических поверхностей за один раз эмалью ПОЛИТОН-УР за 1 раз	0,2941	0	0,2941	100 м2	11
Окраска. Т	Окраска металлических огрунтованных поверхностей эмалью ПОЛИТОН-УР [УФ] за 1 раз	0,2941	0	0,2941	100 м2	10,3
Тепло из трубопроводы	Покрытие поверхности изоляции трубопроводов сталью оцинкованной толщ.0,5мм 	1,6909	0	1,6909	100 м2	84,3
Тепло из трубопроводы	Изоляция арматуры и фланцев съемными полуфутлярами из оцинкованного листа толщ.0,8мм ТЕР-2001 64	0,5314	0	0,5314	100 м2	124
Тепло из трубопроводы	Окраска металлических поверхностей за один раз лаком БТ-577 	0,0095	0	0,0095	100 м2	8,45
Тепло из трубопроводы	Установка и разборка наружных инвентарных лесов высотой до 16 м трубчатых для производства теплоизоляционных работ ТЕР-2001 64	0,4898	0	0,4898	100 м2	54,8
Тепло из трубопроводы	Установка и разборка наружных инвентарных лесов высотой до 16 м подвесных ТЕР-2001 64	0,3349	0	0,3349	100 м2	39,6
Арматура и трубопроводы	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-021 23,28+1,79+0,48+1,2+2,98+12,8+0,42+6,94+2,01+0,95+0,42-гр.4 ТЕР-2001 64	0,5327	0	0,5327	100 м2	11
Арматура и трубопроводы	Окраска металлических огрунтованных поверхностей краской БТ-177 серебристой за 2 раза ТЕР-2001 64	0,5327	0	0,5327	100 м2	20,6
Вентиляторы	Установка вставок гибких к радиальным вентиляторам ТЕР-2001 64	2	0	2	м2	0,62
Вентиляторы	Установка вставок гибких к радиальным вентиляторам ТЕР-2001 64	4	0	4	м2	0,62
Вентиляторы	Установка вставок гибких к радиальным вентиляторам ТЕР-2001 64	2	0	2	м2	0,62
Вентиляторы	Установка вставок гибких к радиальным вентиляторам ТЕР-2001 64	2	0	2	м2	0,62
Вентиляторы	Установка вставок гибких к радиальным вентиляторам ТЕР-2001 64	2	0	2	м2	0,62
Воздуховоды	Прокладка воздуховодов из листовой оцинкованной стали и алюминия класса П (плотные) толщиной 0,7 мм, периметром 4000 мм ТЕР-2001 64	0,048	0	0,048	100 м2	31,2
Воздуховоды	Прокладка воздуховодов из листовой оцинкованной стали и алюминия класса П (плотные) толщиной 0,7 мм, периметром до 3200 мм ТЕР-2001 64	0,064	0	0,064	100 м2	28,4
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,7 мм, периметром 900 мм ТЕР-2001 64	0,005	0	0,005	100 м2	16,4
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,7 мм, диаметром от 500 до 560 мм (на высоте 4м) ТЕР-2001 64	0,09	0	0,09	100 м2	13,8
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,6 мм, диаметром до 450 мм (на высоте 4м) ТЕР-2001 64	0,1	0	0,1	100 м2	21,4
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,7 мм, диаметром от 500 до 560 мм (на высоте 4м) ТЕР-2001 64	0,09	0	0,09	100 м2	13,8
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,7 мм, диаметром до 800 мм (на высоте 4м) ТЕР-2001 64	0,1	0	0,1	100 м2	13,8
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,6 мм, диаметром до 355 мм (на высоте 4м) ТЕР-2001 64	0,07	0	0,07	100 м2	21,4
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,6 мм, диаметром до 355 мм (на высоте 4м) ТЕР-2001 64	0,13	0	0,13	100 м2	21,4
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,6 мм, диаметром до 250 мм (на высоте 4м) ТЕР-2001 64	0,035	0	0,035	100 м2	24,5
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,5 мм, диаметром до 200 мм (на высоте 4м) ТЕР-2001 64	0,03	0	0,03	100 м2	24,5
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,7 мм, диаметром до 800 мм (на высоте 5м) ТЕР-2001 64	0,09	0	0,09	100 м2	13,8
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,6 мм, диаметром до 450 мм (на высоте 5м) ТЕР-2001 64	0,06	0	0,06	100 м2	21,4
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,7 мм, диаметром от 500 до 560 мм (на высоте 5м) ТЕР-2001 64	0,07	0	0,07	100 м2	13,8
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,5 мм, диаметром до 200 мм (на высоте 5м) ТЕР-2001 64	0,01	0	0,01	100 м2	24,5
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,7 мм, диаметром от 500 до 560 мм (на высоте 5м) ТЕР-2001 64	0,05	0	0,05	100 м2	13,8
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,6 мм, диаметром до 355 мм (на высоте 5м) ТЕР-2001 64	0,1	0	0,1	100 м2	21,4
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,6 мм, диаметром до 450 мм (на высоте 5м) ТЕР-2001 64	0,025	0	0,025	100 м2	21,4
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,5 мм, диаметром до 200 мм (на высоте 5м) ТЕР-2001 64	0,03	0	0,03	100 м2	24,5
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,7 мм, периметром до 2400 мм (на высоте 5м) ТЕР-2001 64	0,025	0	0,025	100 м2	16,4
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,7 мм, периметром от 1100 до 1600 мм (на высоте 5м) ТЕР-2001 64	0,012	0	0,012	100 м2	16,4
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,7 мм, периметром от 1100 до 1600 мм (на высоте 5м) ТЕР-2001 64	0,01	0	0,01	100 м2	16,4
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,5 мм, диаметром до 200 мм (на высоте 5м) ТЕР-2001 64	0,035	0	0,035	100 м2	24,5
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,6 мм, диаметром до 355 мм (на высоте 6м) ТЕР-2001 64	0,07	0	0,07	100 м2	23,54
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,6 мм, диаметром до 355 мм (на высоте 6м) ТЕР-2001 64	0,06	0	0,06	100 м2	23,54
Воздуховоды	Прокладка воздуховодов из листовой оцинкованной стали и алюминия класса П (плотные) толщиной 0,7 мм, периметром до 3200 мм (на высоте 6м) ТЕР-2001 64	0,012	0	0,012	100 м2	31,24
Воздуховоды	Прокладка воздуховодов из листовой оцинкованной стали и алюминия класса П (плотные) толщиной 0,5 мм, диаметром до 200 мм (на высоте 6м) ТЕР-2001 64	0,01	0	0,01	100 м2	26,95
Воздуховоды	Прокладка воздуховодов из листовой оцинкованной стали и алюминия класса П (плотные) толщиной 0,5 мм, диаметром до 450 мм (на высоте 8м) ТЕР-2001 64	0,2	0	0,2	100 м2	25,68
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,7 мм, периметром до 2400 мм (на высоте 8м) ТЕР-2001 64	0,01	0	0,01	100 м2	19,68
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,7 мм, периметром до 2400 мм (на высоте 8м) ТЕР-2001 64	0,015	0	0,015	100 м2	19,68
Воздуховоды	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,9 мм, периметром до 3600 мм (на высоте 8м) ТЕР-2001 64	0,04	0	0,04	100 м2	18,04
Огнезащита	Огнезащитное покрытие металлоконструкций воздуховодов приточно-вытяжных систем составом "Файрекс-300" с пределом огнестойкости 1,0 час ТЕР-2001 64	0,22	0	0,22	100 м2	28,6
Огнезащита	Огнезащитная пропитка ковровых изделий, тканей, занавесей составом "КЛОД-02" ТЕР-2001 64	0,043	0	0,043	100 м2	6,45
Огнезащита	Покрытие поверхности изоляции трубопроводов стеклотканью НПГ-240С ТЕР-2001 64	0,22	0	0,22	100 м2	39,6
Огнезащита	Окраска металлических поверхностей краской МА-15 темно-серой ТЕР-2001 64	0,1111	0	0,1111	100 м2	10,3
Огнезащита	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-021 ТЕР-2001 64	0,5	0	0,5	100 м2	11
Огнезащита	Окраска металлических огрунтованных поверхностей краской БТ-177 серебристой ТЕР-2001 64	0,8889	0	0,8889	100 м2	10,3
Окраска	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-021 0,8+2,15+0,54+4,71+1,19+1,25+0,18+1,19+2,8+0,84-гр.4 ТЕР-2001 64	0,1565	0	0,1565	100 м2	11
Окраска	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-021 5,37+39,39-гр.4 ТЕР-2001 64	0,4476	0	0,4476	100 м2	11
Окраска	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-021 0,68+0,94-гр.4 ТЕР-2001 64	0,0162	0	0,0162	100 м2	11
Окраска	Окраска металлических огрунтованных поверхностей краской БТ-177 серебристой за 2 раза ТЕР-2001 64	0,0162	0	0,0162	100 м2	20,6
Окраска	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-021 ТЕР-2001 64	0,0036	0	0,0036	100 м2	11
Окраска	Огрунтовка металлических поверхностей грунтовкой за 1 раз	0,2525	0	0,2525	100 м2	11
Приборы	Окраска металлических огрунтованных поверхностей краской БТ-177 серебристой за 2 раза 1,5+1,23+1,27+5,69+1,59+9,59+2,91+2,53+2,22+1,64+1,9+6,95+1,27-гр.4 ТЕР-2001 64	0,4029	0	0,4029	100 м2	20,6
Приборы	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-021 1,04+1,02-гр.4 ТЕР-2001 64	0,0206	0	0,0206	100 м2	11
Приборы	Окраска металлических огрунтованных поверхностей краской БТ-177 серебристой за 2 раза ТЕР-2001 64	0,0206	0	0,0206	100 м2	20,6
Теплоизоляция	Изоляция плоских и криволинейных поверхностей пластинами (плитами) из вспененного каучука ("Армофлекс"), вспененного полиэтилена ("Термофлекс") ТЕР-2001 64	0,6	0	0,6	10 м2	14,2
Теплоизоляция	Изоляция плоских и криволинейных поверхностей пластинами (плитами) из вспененного каучука ("Армофлекс"), вспененного полиэтилена ("Термофлекс") ТЕР-2001 64	0,3	0	0,3	10 м2	14,2
Теплоизоляция	Покрытие поверхности изоляции трубопроводов стеклопластиками РСТ, тканями стеклянными ТЕР-2001 64	0,9	0	0,9	100 м2	39,6
Теплоизоляция	Окраска металлических огрунтованных поверхностей краской МА-15 серая ТЕР-2001 64	0,0111	0	0,0111	100 м2	10,3
Теплоизоляция	Установка пароизоляционного слоя из пленки полиэтиленовой (без стекловолокнистых материалов) ТЕР-2001 64	0,0111	0	0,0111	100 м2	5,12
Теплоизоляция	Покрытие поверхности изоляции трубопроводов сталью оцинкованной ТЕР-2001 64	0,0111	0	0,0111	100 м2	84,3
Окраска	Огрунтовка металлических поверхностей за один раз грунтовкой Цинотан за один раз 	0,317	0	0,317	100 м2	12
Окраска	Окраска металлических огрунтованных поверхностей эмалью ПОЛИТОН-УР за 1 раз 	0,317	0	0,317	100 м2	11
Окраска	Окраска металлических огрунтованных поверхностей эмалью ПОЛИТОН-УР [УФ] за 1 раз	0,317	0	0,317	100 м2	10,3
Окраска	Очистка поверхности щетками	156,696	0	156,696	м2	0,17
Окраска	Обеспыливание поверхности (входит в норму окраски)	156,696	0	156,696	м2	0
Окраска	Обезжиривание поверхностей аппаратов и трубопроводов диаметром до 500 мм ТЕР-2001 64	0,3206	0	0,3206	100 м2	6,5
Окраска	Огрунтовка металлических поверхностей за один раз грунтовкой Цинотан за один раз 	1,5669	0	1,5669	100 м2	12
Окраска	Окраска металлических огрунтованных поверхностей эмалью ПОЛИТОН-УР за 1 раз 	1,5669	0	1,5669	100 м2	11
Окраска	Окраска металлических огрунтованных поверхностей эмалью ПОЛИТОН-УР [УФ] за 1 раз	1,5669	0	1,5669	100 м2	10,3
Теплоизоляция оборудования	Покрытие изоляции плоских (криволинейных) поверхностей листовым металлом с заготовкой покрытия (0,8мм) 	0,5628	0	0,5628	100 м2	84,3
Теплоизоляция оборудования	Установка и разборка наружных инвентарных лесов высотой до 16 м трубчатых для прочих отделочных работ ТЕР-2001 64	0,1856	0	0,1856	100 м2	54,8
Теплоизоляция оборудования	Установка и разборка наружных инвентарных лесов высотой до 16 м подвесных ТЕР-2001 64	0,1269	0	0,1269	100 м2	39,6
Теплоизоляция трубопроводов	Изготовление и установка по поверхности изоляции трубопровода покрытия из оцинкованного листа толщ.0,5 	1,3055	0	1,3055	100 м2	84,3
Теплоизоляция трубопроводов	Установка на арматуре и фланцевых соединениях полуфутляров из стального оцинк. листа толщ. 0,8мм ТЕР-2001 64	0,4605	0	0,4605	100 м2	124
Теплоизоляция трубопроводов	Окраска опознавательных колец за два раза 	0,0627	0	0,0627	100 м2	10,3
Дополнительные работы	Подготовка основания под монтаж тротуарной плитки	277,5	0	277,5	м2	0,125
Окраска "СПЕЦПРОТЕКТ"	Струйная очистка до степени Sа 21/2 в соответствии с ISO 8501-1:2007	463	0	463	м2	0,38
Окраска "СПЕЦПРОТЕКТ"	Очистка поверхности щетками	11,9	0	11,9	м2	0,17
Окраска "СПЕЦПРОТЕКТ"	Обеспыливание поверхности (входит в норму окраски)	474,7	0	474,7	м2	0
Окраска "СПЕЦПРОТЕКТ"	Обезжиривание металлических поверхностей растворителем Р5 	4,747	0	4,747	100 м2	6,5
Окраска "СПЕЦПРОТЕКТ"	Устройство антикоррозионного покрытия металлоконструкций полиуретановой грунтовкой "СпецПротект 007" ТУ 2312-007-81433175-09 1 слой толщиной 60 мкм 	4,747	0	4,747	100 м2	12
Окраска "СПЕЦПРОТЕКТ"	Устройство антикоррозионного покрытия металлоконструкций полиуретановой эмалью "СпецПротект 109" ТУ 2312-007-81433175-09 1 слой толщиной 50 мкм, 2 слой толщиной 50 мкм	4,747	0	4,747	100 м2	18
Покрытие площадки	Покрытие площадки из сборных бетонных плит тротуароного типа 6К7 с заполнением швов цементно-песчанной смесью 1:10 ТЕР-2001 64	2,775	0	2,775	100 м2	18,5
Окраска	пескоструйная очистка	0,46	0	0,46	100 м2	38
Окраска	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-021	0,194	0	0,194	100 м2	11
Окраска	Окраска металлических огрунтованных поверхностей краской БТ-177 серебристой	0,08	0	0,08	100 м2	10,3
Окраска	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-021	0,2707	0	0,2707	100 м2	11
Окраска	Окраска металлических огрунтованных поверхностей краской БТ-177 серебристой	0,1146	0	0,1146	100 м2	10,3
Теплоизоляция трубопроводов	Покрытие поверхности изоляции трубопроводов: сталью оцинкованной 	0,3318	0	0,3318	100 м2	84,3
Теплоизоляция трубопроводов	Изоляция арматуры и фланцев съемными полуфутлярами из оцинкованного листа толщ.0,8мм ТЕР-2001 64	0,1206	0	0,1206	100 м2	124
Теплоизоляция трубопроводов	Устройство на трубопроводе каркаса из сетки стальной плетеной одинарной с ромбическими ячейками для защиты электрокабеля ТЕР-2001 64	0,1112	0	0,1112	100 м2	41,2
Теплоизоляция трубопроводов	Окраска опознавательных колец по поверхности изоляции трубопроводов масляной краской за 2 раза 	0,0166	0	0,0166	100 м2	10,3
Бетонные и ж/б конструкции	Устройство подливки из бетона класса В20 толщиной 20 мм (100мм) 	0,035	0	0,035	100 м2	28
Бетонные и ж/б конструкции	На каждые 10 мм изменения толщины добавлять 80мм ТЕР-2001 64	0,035	0	0,035	100 м2	0,352
Бетонные и ж/б конструкции	Гидроизоляция боковая обмазочная битумная в 2 слоя 	0,22	0,22	0	100 м2	39
Укрытие	Устройство обшивки укрытия из профилированного листа 	0,215	0	0,215	100 м2	24
Укрытие	Установка металлических дверей с площадью дверного проема: до 2,5 м2 	1,6	0	1,6	м2	1,42
Покрытие	Устройство покрытия из тротуарных плит, марка 6К7 по цементно-песчаной смеси состава 1:10, толщ.50мм 	0,405	0	0,405	100 м2	18,5
Окраска "СПЕЦПРОТЕКТ"	Струйная очистка до степени Sа 21/2 в соответствии с ISO 8501-1:2007	54	0	54	м2	0,38
Окраска "СПЕЦПРОТЕКТ"	Очистка поверхности щетками	1,4	0	1,4	м2	0,17
Окраска "СПЕЦПРОТЕКТ"	Обезжиривание поверхностей аппаратов и трубопроводов диаметром свыше 500 мм уайт-спиритом (норма ГЭСН)	0,55	0	0,55	100 м2	8,4
Окраска "СПЕЦПРОТЕКТ"	Устройство антикоррозионного покрытия металлоконструкций полиуретановой грунтовкой "СпецПротект 007" ТУ 2312-007-81433175-09 1 слой толщиной 60 мкм	0,5506	0	0,5506	100 м2	12
Окраска "СПЕЦПРОТЕКТ"	Устройство антикоррозионного покрытия металлоконструкций полиуретановой эмалью "СпецПротект 109" ТУ 2312-007-81433175-09 1 слой толщиной 50 мкм, 2 слой толщиной 50 мкм	0,5506	0	0,5506	100 м2	18
Изолировочно-окрасочные работы	Огрунтовка металлических поверхностей за один раз грунтовкой ФЛ-03К	0,1	0	0,1	100 м2	9,4
Изолировочно-окрасочные работы	Окраска металлических огрунтованных поверхностей эмалью ХВ-124	0,1	0	0,1	100 м2	16,8
Окраска арматуры, подлежащей теплоизоляции на высоте ниже 5м	Огрунтовка металлических поверхностей за один раз грунтовкой Цинотан за один раз	0,025	0	0,025	100 м2	12
Окраска арматуры, подлежащей теплоизоляции на высоте ниже 5м	Окраска металлических огрунтованных поверхностей эмалью ПОЛИТОН-УР за 1 раз	0,025	0	0,025	100 м2	11
Окраска арматуры, подлежащей теплоизоляции на высоте ниже 5м	Окраска металлических огрунтованных поверхностей эмалью ПОЛИТОН-УР [УФ] за 1 раз	0,025	0	0,025	100 м2	10,3
Окраска арматуры на высоте ниже 5м	Огрунтовка металлических поверхностей за один раз грунтовкой Цинотан за один раз	0,009	0	0,009	100 м2	12
Окраска арматуры на высоте ниже 5м	Окраска металлических огрунтованных поверхностей эмалью ПОЛИТОН-УР за 1 раз	0,009	0	0,009	100 м2	11
Окраска арматуры на высоте ниже 5м	Окраска металлических огрунтованных поверхностей эмалью ПОЛИТОН-УР [УФ] за 1 раз	0,009	0	0,009	100 м2	10,3
Окраска трубопроводов, подлежащих теплоизоляции на высоте ниже 5м	Очистка поверхности щетками	1,12	0	1,12	м2	0,17
Окраска трубопроводов, подлежащих теплоизоляции на высоте ниже 5м	Обеспыливание поверхности (входит в норму окраски)	1,12	0	1,12	м2	0
Окраска трубопроводов, подлежащих теплоизоляции на высоте ниже 5м	Обезжиривание поверхностей аппаратов и трубопроводов диаметром до 500 мм уайт-спиритом	0,0112	0	0,0112	100 м2	6,5
Окраска трубопроводов, подлежащих теплоизоляции на высоте ниже 5м	Огрунтовка металлических поверхностей за один раз грунтовкой Цинотан за один раз	0,0112	0	0,0112	100 м2	12
Окраска трубопроводов, подлежащих теплоизоляции на высоте ниже 5м	Окраска металлических огрунтованных поверхностей эмалью ПОЛИТОН-УР за 1 раз	0,0112	0	0,0112	100 м2	11
Окраска трубопроводов, подлежащих теплоизоляции на высоте ниже 5м	Окраска металлических огрунтованных поверхностей эмалью ПОЛИТОН-УР [УФ] за 1 раз	0,0112	0	0,0112	100 м2	10,3
Окраска трубопроводов на высоте ниже 5м	Очистка поверхности щетками	3,69	0	3,69	м2	0,17
Окраска трубопроводов на высоте ниже 5м	Обеспыливание поверхности (входит в норму окраски)	3,69	0	3,69	м2	0
Окраска трубопроводов на высоте ниже 5м	Обезжиривание поверхностей аппаратов и трубопроводов диаметром до 500 мм уайт-спиритом	0,0369	0	0,0369	100 м2	6,5
Окраска трубопроводов на высоте ниже 5м	Огрунтовка металлических поверхностей за один раз грунтовкой Цинотан за один раз	0,0369	0	0,0369	100 м2	12
Окраска трубопроводов на высоте ниже 5м	Окраска металлических огрунтованных поверхностей эмалью ПОЛИТОН-УР за 1 раз	0,0369	0	0,0369	100 м2	11
Окраска трубопроводов на высоте ниже 5м	Окраска металлических огрунтованных поверхностей эмалью ПОЛИТОН-УР [УФ] за 1 раз	0,0369	0	0,0369	100 м2	10,3
Теплоизоляция оборудования	Покрытие изоляции плоских (криволинейных) поверхностей листовым металлом с заготовкой покрытия (0,5мм) 	0,0122	0	0,0122	100 м2	84,3
Теплоизоляция оборудования	Покрытие изоляции плоских (криволинейных) поверхностей листовым металлом с заготовкой покрытия (0,8мм) 	0,0259	0	0,0259	100 м2	84,3
Теплоизоляция оборудования	Обертка поверхности изоляции рубероидом на битуме два раза 	0,8848	0	0,8848	100 м2	48,5
Теплоизоляция оборудования	Обертка поверхности изоляции рубероидом на битуме 	0,9068	0	0,9068	100 м2	26,4
Теплоизоляция оборудования	Оштукатуривание поверхности изоляции аппаратов асбоцементным раствором 	0,9068	0	0,9068	100 м2	68,4
Теплоизоляция. Трубопроводы	Установка на арматуре и фланцевых соединениях полуфутляров из стального оцинк. листа (толщ. 0,5мм) 	0,0265	0	0,0265	100 м2	124
Иозляция	Покрытие поверхности изоляции трубопроводов сталью оцинкованной ТЕР-2001 64	0,0828	0	0,0828	100 м2	84,3
Иозляция	Установка и разборка наружных инвентарных лесов высотой до 16 м трубчатых для прочих отделочных работ ТЕР-2001 64	2	0	2	100 м2	54,8
Окраска Армокотом	Огрунтовка поверхностей за 1 раз грунтовкой "Армокот 01	0,0205	0	0,0205	100 м2	11
Железобетонное каре Фкм1	Гидроизоляция боковой поверхности составом Пенетрон ТЕР-2001 64	0,86	0	0,86	100 м2	65,4
Железобетонное каре Фкм1	Устройство изоляции слоем битумного праймера ТЕР-2001 64	0,28	0	0,28	100 м2	3,4
Железобетонное каре Фкм1	Устройство боковой обмазочной изоляции стен горячим битумом  за 2 раза ТЕР-2001 64	0,28	0	0,28	100 м2	39
Окраска металлоконструкций	Струйная очистка до степени Sа 21/2 в соответствии с ISO 8501-1:2007 ТЕР-2001 64	40	0	40	м2	0,38
Окраска металлоконструкций	Очистка поверхности щетками ТЕР-2001 64	1	0	1	м2	0,17
Окраска металлоконструкций	Обеспыливание поверхности ТЕР-2001 64	41,03	0	41,03	м2	0,017
Окраска металлоконструкций	Обезжиривание металлических поверхностей растворителем Р5 ТЕР-2001 64	0,4103	0	0,4103	100 м2	6,5
Окраска металлоконструкций	Устройство антикоррозионного покрытия металлоконструкций полиуретановой грунтовкой "СпецПротект 007" ТУ 2312-007-81433175-09 1 слой толщиной 60 мкм ТЕР-2001 64	0,4103	0	0,4103	100 м2	12
Окраска металлоконструкций	Устройство антикоррозионного покрытия металлоконструкций полиуретановой эмалью "СпецПротект 109" ТУ 2312-007-81433175-09 1 слой толщиной 50 мкм, 2 слой толщиной 50 мкм ТЕР-2001 64	0,4103	0	0,4103	100 м2	18
