"Вид_работ
(Group)"	"Наименование_работ
(In group)"	"Объем
(Исходный)"	Вып. до 04.2026	"План на объем
Begin"	Ед.изм.	Норма расхода ч/ч на ед. объем
Металлические констукции сталь С255 ГОСТ 27772-88	Устройство подливки толщиной 20 мм	0,1600	0,0000	0,1600	100 м2	28,0000
Металлические констукции сталь С255 ГОСТ 27772-88	На каждые 10 мм изменения толщины добавлять или исключать к расценке 06-01-013-01	0,1600	0,0000	0,1600	100 м2	4,0000
Окраска	Огрунтовка металлических поверхностей за один раз грунтовкой Эмлак праймер цинк NG толщиной 80 мкм	3,0100	0,0000	3,0100	100 м2	12,0000
Окраска	Окраска металлических поверхностей в 1 слой эмалью Эмакоут 5335NG толщиной 150 мкм	3,0100	0,0000	3,0100	100 м2	11,0000
Окраска	Окраска металлических поверхностей в 1 слой эмалью Эматоп NG толщиной 50 мкм	3,0100	0,0000	3,0100	100 м2	11,0000
Обратная засыпка. эстакада	Восстановление плодородного слоя толщ. 200мм. (85шт.х9м2)	0,0000	0,0000	0,0000	м2	0,0450
Обратная засыпка. эстакада	Планировка грунта строительной площалки вручную (85шт.х9м2)	0,0000	0,0000	0,0000	м2	0,1020
Фундаменты.  эстакада	"Восстановительный ремонт фундаментов при помощи ремонтных смесей (Отсутствие защитного слоя бетона) при помощи ремонтных смесей Emaco Nanocrete АР   (ремонтная смесь MAPEGROUT THIXOTROPIC)
- Фм1-14шт.х1,2м3 (0,6х4х0,5) =16,8м3
- Фм2-33шт.х1,2м3 (0,6х4х0,5) =66м3
- Фм3-1шт.х5,4м3 ((2,1+2,1+0,6+0,6)х1) =5,4м3
- Фм4-17шт.х4,4м3 ((1,6+1,6+0,6+0,6)х1)  =74,8м3
- Фм4а-8шт. х4,4м3 ((1,6+1,6+0,6+0,6)х1) =35,2м3
- Фм5-1шт. х4,0м3 ((1,4+1,4+0,6+0,6)х1) =4м3
- Фм6-6шт.х1,2м3 (0,6х4х0,5) =7,2м3
- Фм7-2шт.х1, 2м3 (0,6х4х0,5) =2,4м3
- Фм8-3шт. х4,4м3 ((1,6+1,6+0,6+0,6)х1) =13,2м3"	21,6000	21,6000	0,0000	м2	1,0200
Фундаменты.  эстакада	Обмазочная гидроизоляция фундаментов - Фм1-14шт., Фм2-33шт., Фм3-1шт., Фм4-17шт., Фм4а-8шт., Фм5-1шт., - Фм6-6шт., Фм7-2шт., Фм8-3шт.	0,5396	0,5396	0,0000	м2	0,3900
Фундаменты.  эстакада	"Восстановительный ремонт подливок опорных площадок колонн
- Фм1-14шт.х0,36м3 (0,6х0,6) =5,04м3
- Фм2-33шт.х0,36м3 (0,6х0,6) =11,88м3
- Фм3-1шт.х1,26м3 (2,1х0,6) =1,26м3
- Фм4-17шт.х0,96м3 (1,6х0,6) =16,32м3
- Фм4а-8шт. х0,96м3 (1,6х0,6) =7,68м3
- Фм5-1шт. х0,84м3 (1,4х0,6) =0,84м3
- Фм6-6шт.х0,36м3 (0,6х0,6) =2,16м3
- Фм7-2шт.х0,36м3 (0,6х0,6) =0,72м3
- Фм8-3шт. х0,96м3 (1,6х0,6) =2,88м3"	0,6615	0,6615	0,0000	м2	1,1400
Защита кабелей.  эстакада	Устройство покрытия укрытия из профилировонного листа. Профлист С18-1000-0,6	1,7500	1,7500	0,0000	100 м2	24,0000
Защита кабелей.  эстакада	Устройство покрытия укрытия из профилировонного листа. Профилированный лист оцинкованный НС35-1000-0,7 	6,7300	5,6000	1,1300	100 м2	24,0000
Защита кабелей.  эстакада	Нащельники из ОЦ толщиной 0,6 мм	1,1250	0,9300	0,1950	100 м2	3,8400
Прочие работы.  эстакада	Установка и разборка внутренних трубчатых инвентарных лесов при высоте помещений до 6 м	100,0000	0,0000	100,0000	100 м2	0,5900
ОКРАСКА "АРСЕТ-ГАЗ". АКЗ металлоконструкций, эстакад	пескоструйная очистка металлоконструкций эстакады АС9	854,6000	780,0000	74,6000	м2	0,3800
ОКРАСКА "АРСЕТ-ГАЗ". АКЗ металлоконструкций, эстакад	Огрунтовка металлических поверхностей за один раз грунтовкой Эмлак праймер цинк NG толщиной 80 мкм	854,6000	780,0000	74,6000	м2	12,0000
ОКРАСКА "АРСЕТ-ГАЗ". АКЗ металлоконструкций, эстакад	Окраска металлических поверхностей в 1 слой эмалью Эмакоут 5335NG толщиной 150 мкм	854,6000	780,0000	74,6000	м2	11,0000
ОКРАСКА "АРСЕТ-ГАЗ". АКЗ металлоконструкций, эстакад	Окраска металлических поверхностей в 1 слой эмалью Эматоп NG толщиной 50 мкм	854,6000	780,0000	74,6000	100 м2	11,0000
Фундаменты эстакада	Устройство изоляции слоем битумного праймера	0,0000	0,0000	0,0000	100 м2	3,4000
Фундаменты эстакада	Гидроизоляция ж/б фундаментов горячим битумом за 2 раза	0,3200	0,2558	0,0642	100 м2	39,0000
Защита кабелей.  эстакада	Монтаж козырька из профлиста	17,5400	0,0000	17,5400	100 м2	24,0000
Защита кабелей.  эстакада	Нащельники из ОЦ толщиной 0,6 мм ст СТ 3 кп ГОСТ 14918-80	1,8150	0,0000	1,8150	100 м2	3,8400
ОКРАСКА "АРСЕТ-ГАЗ"	Огрунтовка металлических поверхностей за один раз грунтовкой Эмлак праймер цинк NG толщиной 80 мкм	3,0000	0,0000	3,0000	100 м2	12,0000
ОКРАСКА "АРСЕТ-ГАЗ"	Окраска металлических поверхностей в 1 слой эмалью Эмакоут 5335NG толщиной 150 мкм	3,0000	0,0000	3,0000	100 м2	11,0000
ОКРАСКА "АРСЕТ-ГАЗ"	Окраска металлических поверхностей в 1 слой эмалью Эматоп NG толщиной 50 мкм	3,0000	0,0000	3,0000	100 м2	11,0000
Земляные работы. кспхг	Планировка откосов и полотна насыпей механизированным способом, группа грунтов 2	16,5890	0,3450	16,2440	1000 м2	0,0000
Земляные работы. кспхг	Планировка откосов: насыпей экскаватором-планировщиком, группа грунтов 1 (ФДС/ГЭСН)	0,7290	0,0000	0,7290	1000 м2	0,0000
Земляные работы. кспхг	Планировка откосов: насыпей экскаватором-планировщиком, группа грунтов 1 (ФДС/ГЭСН)	0,0930	0,0000	0,0930	1000 м2	0,0000
Проезды (0,5122га). КСПХГ	Устройство оснований толщиной 15 см из щебня фракции 40-70 мм при укатке каменных материалов с пределом прочности на сжатие свыше 68,6 до 98,1 МПа (свыше 700 до 1000 кгс/см2) нижнего слоя двухслойных	5,3500	0,1600	5,1900	1000 м2	4,2000
Проезды (0,5122га). КСПХГ	Устройство основания из черного щебня толщиной 6 см с плотностью каменных материалов 3 т/м3 и более	4,9520	0,0000	4,9520	1000 м2	8,4000
Проезды (0,5122га). КСПХГ	Устройство покрытия толщиной 4 см из горячих асфальтобетонных смесей плотных крупнозернинистых типа АБ, плотность каменных материалов 3 т/м3 и более	4,9520	0,0000	4,9520	1000 м2	12,8000
Проезды (0,5122га). КСПХГ	На каждые 0,5 см изменения толщины покрытия добавлять или исключать к норме 27-06-020-04	4,9520	0,0000	4,9520	1000 м2	1,1400
Проезды (0,5122га). КСПХГ	Устройство покрытия толщиной 4 см из горячих асфальтобетонных смесей плотных крупнозернинистых типа АБ, плотность каменных материалов 3 т/м3 и более	5,1220	0,0000	5,1220	1000 м2	12,8000
Пешеходные дорожки (0,0391га). кспхг	Устройство оснований толщиной 12 см под тротуары из кирпичного или известнякового щебня	3,9100	0,0000	3,9100	100 м2	12,5000
Пешеходные дорожки (0,0391га). кспхг	На каждый 1 см изменения толщины оснований добавлять или исключать к норме 27-07-002-01	3,9100	0,0000	3,9100	100 м2	0,9400
Пешеходные дорожки (0,0391га). кспхг	Устройство асфальтобетонных покрытий дорожек и тротуаров однослойных из литой мелкозернистой асфальто-бетонной смеси толщиной 3 см	3,9100	0,0000	3,9100	100 м2	14,4000
Земляные работы. инженерная защита. кспхг	Укрепление откосов земляных сооружений посевом многолетних трав: механизированным способом 	8,8500	0,0000	8,8500	100 м2	0,0000
Земляные работы. Разработка грунта. НВК. В1	Крепление инвентарными щитами стенок траншей шириной до 2 м в грунтах устойчивых	4,2600	0,0000	4,2600	100 м2	31,2000
Земляные работы	Крепление инвентарными щитами стенок траншей шириной до 2 м в грунтах устойчивых	1,3800	1,0000	0,3800	100 м2	31,2000
Земляные работы. Разработка грунта. В2. НВК1	Крепление инвентарными щитами стенок траншей шириной до 2 м в грунтах устойчивых	2,3000	1,3800	0,9200	100 м2	31,2000
Земляные работы. Разработка грунта. В7. НВК1	Крепление инвентарными щитами стенок траншей шириной до 2 м в грунтах устойчивых	1,5400	1,5400	0,0000	100 м2	31,2000
Земляные работы. Разработка грунта. В7. НВК1	Крепление инвентарными щитами стенок траншей шириной до 2 м в грунтах устойчивых	2,8600	2,8600	0,0000	100 м2	31,2000
Земляные работы. Разработка грунта. К1. НВК1	Крепление инвентарными щитами стенок траншей шириной до 2 м в грунтах устойчивых	1,6300	0,0000	1,6300	100 м2	31,2000
Земляные работы. Разработка грунта. К17. НВК1	Крепление инвентарными щитами стенок траншей шириной до 2 м в грунтах устойчивых	0,4200	0,4200	0,0000	100 м2	31,2000
Земляные работы. Разработка грунта. К29. НВК1	Крепление инвентарными щитами стенок траншей шириной до 2 м в грунтах устойчивых	0,4300	0,4300	0,0000	100 м2	31,2000
Земляные работы. Разработка грунта. К3. НВК1	Крепление инвентарными щитами стенок траншей шириной до 2 м в грунтах устойчивых	1,2600	0,0000	1,2600	100 м2	31,2000
Земляные работы. Разработка грунта. К4. НВК1	Крепление инвентарными щитами стенок траншей шириной до 2 м в грунтах устойчивых	2,3000	0,0000	2,3000	100 м2	31,2000
Земляные работы. Разработка грунта. К4Н. НВК1	Крепление инвентарными щитами стенок траншей шириной до 2 м в грунтах устойчивых	0,5400	0,0000	0,5400	100 м2	31,2000
Теплоизоляционные работы. водопровод производственно-противопожарный в1	Изоляция трубопроводов рулонами из вспененного каучука	0,8796	0,0000	0,8796	10 м2	14,2000
Теплоизоляционные работы. водопровод производственно-противопожарный в1	Покрытие поверхности изоляции трубопроводов сталью оцинкованной	0,0883	0,0000	0,0883	100 м2	84,3000
Теплоизоляционные работы. водопровод производственно-противопожарный в1	Окраска опознавательных колец за два раза	0,0044	0,0000	0,0044	100 м2	10,3000
Теплоизоляционные работы. водопровод производственно-противопожарный в2	Изоляция трубопроводов рулонами из вспененного каучука	0,1437	0,0000	0,1437	10 м2	14,2000
Теплоизоляционные работы. водопровод производственно-противопожарный в2	Покрытие поверхности изоляции трубопроводов сталью оцинкованной	0,0145	0,0000	0,0145	100 м2	84,3000
Теплоизоляционные работы. водопровод производственно-противопожарный в2	Окраска опознавательных колец за два раза	0,0007	0,0000	0,0007	100 м2	10,3000
Теплоизоляционные работы. водопровод производственно-противопожарный в7	Изоляция трубопроводов рулонами из вспененного каучука	2,6452	0,0000	2,6452	10 м2	14,2000
Теплоизоляционные работы. водопровод производственно-противопожарный в7	Покрытие поверхности изоляции трубопроводов сталью оцинкованной	0,1426	0,0000	0,1426	100 м2	84,3000
Теплоизоляционные работы. водопровод производственно-противопожарный в7	Окраска опознавательных колец за два раза	0,0071	0,0000	0,0071	100 м2	10,3000
Окраска по технологии ООО "УРБАНСТРОЙ"	Очистка поверхности щетками	29,1500	0,0000	29,1500	м2	0,1700
Окраска по технологии ООО "УРБАНСТРОЙ"	Обеспыливание поверхности (входит в норму окраски)	29,1500	0,0000	29,1500	м2	0,0000
Окраска по технологии ООО "УРБАНСТРОЙ"	Обезжиривание поверхностей аппаратов и трубопроводов диаметром до 500 мм уайт-спиритом	0,1759	0,0000	0,1759	100 м2	6,5000
Окраска по технологии ООО "УРБАНСТРОЙ"	Обезжиривание поверхностей аппаратов и трубопроводов диаметром свыше 500 мм уайт-спиритом (норма ГЭСН)	0,1156	0,0000	0,1156	100 м2	8,4000
Окраска по технологии ООО "УРБАНСТРОЙ"	Огрунтовка металлических поверхностей грунтовкой Цинотан по ТУ2312-017-12288779-99 за один раз (толщина слоя 80 мкм)	0,2915	0,0000	0,2915	100 м2	12,0000
Окраска по технологии ООО "УРБАНСТРОЙ"	Огрунтовка металлических поверхностей за один раз эмалью ПОЛИТОН-УР за 1 раз	0,2915	0,0000	0,2915	100 м2	11,0000
Окраска по технологии ООО "УРБАНСТРОЙ"	Окраска металлических огрунтованных поверхностей эмалью ПОЛИТОН-УР [УФ] за 1 ра	0,2915	0,0000	0,2915	100 м2	10,3000
ОКРАСКА "АРМОКОТ". Тепловые сети Т1, Т2	Шлифовка поверхностей	0,7660	0,0000	0,7660	100 м2	17,0000
ОКРАСКА "АРМОКОТ". Тепловые сети Т1, Т2	Обеспыливание поверхности (входит в норму окраски)	76,6000	0,0000	76,6000	м2	0,0000
ОКРАСКА "АРМОКОТ". Тепловые сети Т1, Т2	Обезжиривание поверхности	0,7660	0,0000	0,7660	100 м2	6,5000
ОКРАСКА "АРМОКОТ". Тепловые сети Т1, Т2	Окраска огрунтованных поверхностей краской "Армокот F100" в 2 слоя 	0,8565	0,0000	0,8565	100 м2	16,0000
ОКРАСКА. ТК1	Окраска огрунтованных поверхностей краской "Армокот F100" в 2 слоя (арматуры) ТЕР-2001 64	0,0520	0,0000	0,0520	100 м2	18,5000
ОКРАСКА. ТК1	Шлифовка поверхностей	1,7014	0,0000	1,7014	100 м2	17,0000
ОКРАСКА. ТК1	Обеспыливание поверхности 	170,1400	0,0000	170,1400	м2	0,0170
ОКРАСКА. ТК1	Обезжиривание поверхности	1,7014	0,0000	1,7014	100 м2	6,5000
ОКРАСКА. ТК1	Окраска огрунтованных поверхностей краской "Армокот F100" в 2 слоя	1,7014	0,0000	1,7014	100 м2	16,0000
ОКРАСКА. ТК1	Шлифовка поверхностей 	5,0729	0,0000	5,0729	100 м2	17,0000
ОКРАСКА. ТК1	Обеспыливание поверхности 	507,2900	0,0000	507,2900	м2	0,0170
ОКРАСКА. ТК1	Обезжиривание поверхности	5,0729	0,0000	5,0729	100 м2	6,5000
ОКРАСКА. ТК1	Окраска огрунтованных поверхностей краской "Армокот F100" в 2 слоя	5,0729	0,0000	5,0729	100 м2	16,0000
Теплоизоляционные работы. тепловые сети т1, т2	Изоляция трубопроводов рулонами из вспененного каучука 	13,7349	0,0000	13,7349	10 м2	14,2000
Теплоизоляционные работы. тепловые сети т1, т2	Изоляция арматуры и фланцевых соединений рулоном теплоизоляционным из вспененного каучука 	0,3060	0,0000	0,3060	10 м2	28,4000
Теплоизоляционные работы. тепловые сети т1, т2	Покрытие поверхности изоляции трубопроводов сталью оцинкованной ТЕР-2001 64	1,4814	0,0000	1,4814	100 м2	84,3000
Теплоизоляционные работы. тепловые сети т1, т2	Изготовление и установка на арматуре и фланцевых соединениях кожухов из оцинкованного листа толщ.0,8мм ТЕР-2001 64	0,0202	0,0000	0,0202	100 м2	124,0000
Теплоизоляционные работы. тепловые сети т1, т2	Окраска опознавательных колец за два раза 	0,0741	0,0000	0,0741	100 м2	10,3000
Теплоизоляция. ТК1	Покрытие поверхности изоляции трубопроводов: сталью оцинкованной 	5,6854	0,0000	5,6854	100 м2	84,3000
Теплоизоляция. ТК1	Огрунтовка металлических поверхностей за один раз лаком БТ-577	0,1644	0,0000	0,1644	100 м2	8,4500
Окраска "АРМОКОТ". Тепловые сети Т1, Т2	Шлифовка поверхностей	1,4776	0,0000	1,4776	100 м2	17,0000
Окраска "АРМОКОТ". Тепловые сети Т1, Т2	Обеспыливание поверхности (входит в норму окраски)	147,7600	0,0000	147,7600	м2	0,0000
Окраска "АРМОКОТ". Тепловые сети Т1, Т2	Обезжиривание поверхности	1,4776	0,0000	1,4776	100 м2	6,5000
Окраска "АРМОКОТ". Тепловые сети Т1, Т2	Окраска огрунтованных поверхностей краской "Армокот F100" в 2 слоя 	1,4776	0,0000	1,4776	100 м2	16,0000
Окраска. тк2	Окраска огрунтованных поверхностей краской "Армокот F100" в 2 слоя (арматуры) 	0,6960	0,0000	0,6960	100 м2	18,5000
Окраска. тк2	Шлифовка поверхностей	7,3538	0,0000	7,3538	100 м2	17,0000
Окраска. тк2	Обеспыливание поверхности 	735,3800	0,0000	735,3800	м2	0,0170
Окраска. тк2	Обезжиривание поверхности	7,3538	0,0000	7,3538	100 м2	6,5000
Окраска. тк2	Окраска огрунтованных поверхностей краской "Армокот F100" в 2 слоя	7,3538	0,0000	7,3538	100 м2	16,0000
Окраска. тк2	Шлифовка поверхностей 	2,5693	0,0000	2,5693	100 м2	17,0000
Окраска. тк2	Обеспыливание поверхности 	256,9300	0,0000	256,9300	м2	0,0170
Окраска. тк2	Обезжиривание поверхности	2,5693	0,0000	2,5693	100 м2	6,5000
Окраска. тк2	Окраска огрунтованных поверхностей краской "Армокот F100" в 2 слоя	2,5693	0,0000	2,5693	100 м2	16,0000
Теплоизоляционные работы. тепловые сети т1, т2	Изоляция трубопроводов рулонами из вспененного каучука ТЕР-2001 64	27,2564	0,0000	27,2564	10 м2	14,2000
Теплоизоляционные работы. тепловые сети т1, т2	Изоляция арматуры и фланцевых соединений рулоном теплоизоляционным из вспененного каучука ТЕР-2001 64	0,8054	0,0000	0,8054	10 м2	28,4000
Теплоизоляционные работы. тепловые сети т1, т2	Покрытие поверхности изоляции трубопроводов сталью оцинкованной	2,8357	0,0000	2,8357	100 м2	84,3000
Теплоизоляционные работы. тепловые сети т1, т2	Изготовление и установка на арматуре и фланцевых соединениях кожухов из оцинкованного листа толщ.0,8мм 	0,0577	0,0000	0,0577	100 м2	124,0000
Теплоизоляционные работы. тепловые сети т1, т2	Окраска опознавательных колец за два раза 	0,1418	0,0000	0,1418	100 м2	10,3000
Теплоизоляция. ТК2	Покрытие поверхности изоляции трубопроводов: сталью оцинкованной 	11,7639	0,0000	11,7639	100 м2	84,3000
Теплоизоляция. ТК2	Покрытие изоляции плоских (криволинейных) поверхностей листовым металлом с заготовкой покрытия	0,1151	0,0000	0,1151	100 м2	84,3000
Теплоизоляция. ТК2	Огрунтовка металлических поверхностей за один раз лаком БТ-577	0,2399	0,0000	0,2399	100 м2	8,4500
Монтаж приборов. внутриплощадочные сети. пс	Конструкции для установки приборов, масса до 2 кг	17,0000	0,0000	17,0000	100 м2	28,6000
Окраска "армокот". ТС	Окраска огрунтованных поверхностей краской "Армокот F100" в 2 слоя	0,4760	0,0714	0,4046	100 м2	16,0000
Окраска "армокот". ТС	Очистка кварцевым песком наружных поверхностей	470,4500	470,4500	0,0000	м2	0,3200
Окраска "армокот". ТС	Обезжиривание поверхностей	4,7045	4,7045	0,0000	100 м2	6,5000
Окраска "армокот". ТС	Окраска огрунтованных поверхностей краской "Армокот F100" в 2 слоя	4,7045	0,7057	3,9988	100 м2	16,0000
Теплоизоляционные работы. ТС	Изготовление и установка по поверхности изоляции трубопроводов покрытия из оцинкованного листа толщ.0,5мм	9,6991	9,6991	0,0000	100 м2	84,3000
Теплоизоляционные работы. ТС	Изоляция арматуры и фланцев съемными полуфутлярами из оцинкованного листа толщ.0,8мм	0,5122	0,5122	0,0000	100 м2	124,0000
Внутренние стены и перегородки	Устройство мелких покрытий (брандмауэры, парапеты, свесы и т.п.) из листовой оцинкованной стали 	0,1830	0,0000	0,1830	100 м2	74,0000
Внутренние стены и перегородки	Кладка перегородок из кирпича армированных толщиной в 1/2 кирпича при высоте этажа свыше 4 м 	0,1960	0,0000	0,1960	100 м2	512,0000
Внутренние стены и перегородки	Штукатурка по сетке без устройства каркаса улучшенная стен 	0,5400	0,0000	0,5400	100 м2	115,0000
Входные крыльца	Устройство покрытий мозаичных терраццо толщиной 20 мм без рисунка 	0,1220	0,0000	0,1220	100 м2	118,0000
Входные крыльца	Устройство изоляции слоем битумного праймера 	0,1670	0,0000	0,1670	100 м2	3,4000
Входные крыльца	Гидроизоляция боковая обмазочная битумная в 2 слоя по выровненной поверхности бутовой кладки, кирпичу, бетону 	0,1670	0,0000	0,1670	100 м2	39,0000
Лестницы площадки ограждения. Металлоконструкции	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-0119 	0,7700	0,0000	0,7700	100 м2	11,0000
Лестницы площадки ограждения. Металлоконструкции	Окраска огрунтованных поверхностей эмалью ПФ-115 за два раза 	0,7700	0,0000	0,7700	100 м2	20,6000
Лестницы площадки ограждения. Металлоконструкции	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-0119 	1,6380	0,0000	1,6380	100 м2	11,0000
Лестницы площадки ограждения. Металлоконструкции	Окраска огрунтованных поверхностей эмалью ПФ-115 за два раза 	1,6380	0,0000	1,6380	100 м2	20,6000
Монолитные ж/б конструкции	Огрунтовка фундаментов праймером 	0,0700	0,0000	0,0700	100 м2	3,4000
Монолитные ж/б конструкции	Гидроизоляция боковая обмазочная битумная в 2 слоя 	0,0700	0,0000	0,0700	100 м2	39,0000
Ограждающие конструкции	Штукатурка по сетке без устройства каркаса улучшенная стен 	2,0050	0,0000	2,0050	100 м2	115,0000
Ограждающие конструкции	Нащельники из профилированного листа С10-1000-0,7 с полимерным покрытием 	0,1260	0,0000	0,1260	100 м2	3,8400
Ограждающие конструкции	Нащельники из оцинкованной стали толщиной 0,6 мм с полимерным покрытием 	0,1760	0,0000	0,1760	100 м2	3,8400
Ограждающие конструкции	Нащельники из оцинкованной стали толщиной 0,6 мм с полимерным покрытием 	0,0780	0,0000	0,0780	100 м2	3,8400
Ограждающие конструкции	Монтаж кровельного покрытия из профилированного листа при высоте здания до 25 м 	0,2430	0,0000	0,2430	100 м2	24,0000
Ограждающие конструкции	Нащельники из оцинкованной стали толщиной 0,6 мм с полимерным покрытием 	0,0570	0,0000	0,0570	100 м2	3,8400
Окна,двери	Монтаж оконных блоков из алюминиевых многокамерных профилей с герметичными стеклопакетами 	0,1010	0,0000	0,1010	100 м2	84,0000
Окна,двери	Установка металлических дверей с площадью дверного проема: до 2,5 м2 	2,0000	0,0000	2,0000	м2	1,4200
Окна,двери	Установка дверей противопожарных металлических 	2,1000	0,0000	2,1000	м2	1,2400
Окраска	Струйная очистка до степени Sа 21/2 в соответствии с ISO 8501-1:2007 	0,0000	0,0000	0,0000	м2	0,3800
Окраска	Очистка поверхности щетками	13,0000	0,0000	13,0000	м2	0,1700
Окраска	Обеспыливание поверхности (входит в норму окраски)	70,0000	0,0000	70,0000	м2	0,0000
Окраска	Обезжиривание металлических поверхностей растворителем Р5 	0,1300	0,0000	0,1300	100 м2	6,5000
Окраска	Устройство антикоррозионного покрытия металлоконструкций полиуретановой грунтовкой "СпецПротект 007" ТУ 2312-007-81433175-09 1 слой толщиной 60 мкм 	0,1300	0,0000	0,1300	100 м2	12,0000
Окраска	Устройство антикоррозионного покрытия металлоконструкций полиуретановой эмалью "СпецПротект 109" ТУ 2312-007-81433175-09 1 слой толщиной 50 мкм, 2 слой толщиной 50 мкм 	0,7000	0,0000	0,7000	100 м2	18,0000
Отделка помещений	Устройство подвесных потолков типа "Армстронг" по каркасу из оцинкованного профиля 	0,7690	0,0000	0,7690	100 м2	42,0000
Отделка помещений	Штукатурка поверхностей внутри здания цементно-песчаным раствором М50 по камню простая стен 	1,0400	0,0000	1,0400	100 м2	65,0000
Отделка помещений	Силикатная окраска водными составами внутри помещений по штукатурке и кирпичу 	3,2710	0,0000	3,2710	100 м2	12,9000
Отделка помещений	Силикатная окраска водными составами внутри помещений по гипсокартону 	5,9380	0,0000	5,9380	100 м2	12,9000
Покрытие	Устройство асфальтобетонных покрытий дорожек и тротуаров однослойных из литой мелкозернистой асфальто-бетонной смеси толщиной 3 см 	0,9580	0,0000	0,9580	100 м2	14,4000
Полы	Устройство выравнивающей стяжки из бетонна В15 толщиной 20 мм по уклону  (до 100 мм)	0,0000	0,0000	0,0000	100 м2	26,0000
Полы	Устройство выравнивающей стяжки из бетонна В15: на каждые 5 мм изменения толщины стяжки добавлять к норме 11-01-011-03 (общая толщина 115 мм) 	0,0000	0,0000	0,0000	100 м2	0,2090
Полы	Устройство выравнивающей стяжки из бетонна В15 толщиной 20 мм по уклону  (до 100 мм)	0,0000	0,0000	0,0000	100 м2	26,0000
Полы	Устройство выравнивающей стяжки из бетонна В15: на каждые 5 мм изменения толщины стяжки добавлять к норме 11-01-011-03 (общая толщина 100 мм) 	0,0000	0,0000	0,0000	100 м2	0,1760
Полы	Устройство выравнивающей стяжки из бетонна В15 толщиной 20 мм по уклону  (до 100 мм)	0,0000	0,0000	0,0000	100 м2	26,0000
Полы	Устройство выравнивающей стяжки из бетонна В15: на каждые 5 мм изменения толщины стяжки добавлять к норме 11-01-011-03 (общая толщина 120 мм) 	0,0000	0,0000	0,0000	100 м2	0,2200
Полы	Устройство выравнивающей стяжки из бетонна В15 толщиной 20 мм по уклону  (до 100 мм )	0,3470	0,0000	0,3470	100 м2	26,0000
Полы	Устройство выравнивающей стяжки из бетонна В15: на каждые 5 мм изменения толщины стяжки добавлять к норме 11-01-011-03 (общая толщина 100 мм) 	0,0000	0,0000	0,0000	100 м2	0,1760
Полы	Устройство выравнивающей стяжки из бетонна В15 толщиной 20 мм по уклону  (до 100 мм)	0,3470	0,0000	0,3470	100 м2	26,0000
Полы	Устройство выравнивающей стяжки из бетонна В15: на каждые 5 мм изменения толщины стяжки добавлять к норме 11-01-011-03 (общая толщина 30 мм) 	0,0000	0,0000	0,0000	100 м2	0,0220
Полы	Устройство покрытий на цементном растворе из плиток керамических для полов одноцветных с красителем 	0,7940	0,0000	0,7940	100 м2	94,0000
Полы	Устройство покрытий мозаичных терраццо толщиной 20 мм без рисунка 	0,5780	0,0000	0,5780	100 м2	118,0000
Полы	Устройство покрытий из линолеума насухо со свариванием полотнищ в стыках 	0,3470	0,0000	0,3470	100 м2	35,6000
Полы	Устройство выравнивающего слоя из уретановой массы "Уредур 500" 	2,1720	0,0000	2,1720	100 м2	7,2000
Полы	Устройство армирующей сетки из стеклоткани 	217,2000	0,0000	217,2000	м2	1,4600
Полы	Устройство наливного пола из полимерного покрытия "Уредур 4000" 	2,1720	0,0000	2,1720	100 м2	18,0000
Полы	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-0119 	0,0500	0,0000	0,0500	100 м2	11,0000
Полы	Окраска металлических огрунтованных поверхностей эмалью ПФ-115 за 2 раза 	0,0500	0,0000	0,0500	100 м2	20,6000
Полы	Устройство покрытий бетонных толщиной 30 мм 	0,7420	0,0000	0,7420	100 м2	26,0000
Полы	Устройство фальшполов 	0,3330	0,0000	0,3330	100 м2	62,0000
Полы	Огрунтовка металлических поверхностей за один раз грунтовкой ГФ-0119 	0,3000	0,0000	0,3000	100 м2	11,0000
Полы	Окраска металлических огрунтованных поверхностей эмалью ПФ-115 за 2 раза 	0,3000	0,0000	0,3000	100 м2	20,6000
Теплоизоляционные работы	Покрытие поверхности изоляции трубопроводов стеклопластиками РСТ, тканями стеклянными 	0,1232	0,0000	0,1232	100 м2	39,6000
Окраска. ГТ	Огрунтовка металлических поверхностей за один раз грунтовкой ЭП-0259	0,0250	0,0000	0,0250	100 м2	12,0000
Окраска. ГТ	Окраска металлических огрунтованных поверхностей эмалью ПФ-115	0,0500	0,0000	0,0500	100 м2	10,3000
Окраска. ГТ	Очистка поверхности щетками	2,5000	0,0000	2,5000	м2	0,1700
Окраска. ГТ	Обезжиривание поверхностей аппаратов и трубопроводов диаметром до 500 мм уайт-спиритом	0,0250	0,0000	0,0250	100 м2	6,5000
Каркас здания	Штукатурка колонн цементно-песчаным раствором толщ.60мм по сетке 	0,2200	0,0000	0,2200	100 м2	148,0000
Воздуховод	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 1,2 мм, периметром 4000 мм 	0,0480	0,0000	0,0480	100 м2	31,2000
Воздуховод	Прокладка воздуховодов из листовой, оцинкованной стали и алюминия класса Н (нормальные) толщиной 0,9 мм, периметром 4000 мм 	0,0200	0,0000	0,0200	100 м2	28,4000
